id,name,link,status,location,about,details,images,highlights
370,Emerald Residence,https://www.bayut.com/buildings/emerald-residence/,Ready, Dubai Marina,"Emerald Residence is a 7-storey residential building in Dubai Marina. A project of Vakson Real Estate, its construction started in 2004 and was completed in 2006. It offers 44 freehold apartments in 2, 3, and 4-bedroom configurations.",[],"['https://assets.bayut.com/content/Emerald_Residence_Cover_Photo_12_03_2020_87f6821d4b.jpg?w=3840', 'https://assets.bayut.com/content/Street_View_of_Emerald_Residence_13_03_2020_f94c2037ca.jpg?w=3840', 'https://assets.bayut.com/content/Emerald_Residence_Parking_12_03_2020_e76a96c3f0.jpg?w=3840', 'https://assets.bayut.com/content/DMCC_Metro_Station_458cbc8d99.jpg?w=3840', 'https://assets.bayut.com/content/Bobs_Fish_Chips_Emerald_Residence_12_03_2020_562f3a7371.jpg?w=3840', 'https://assets.bayut.com/content/JBR_Walk_12_03_2020_14814ccd20.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Walk_12_03_2020_eb13073669.jpg?w=3840']","['Parking', 'Gym', 'Floor plans', 'Renting property', 'Buying property', 'ROI', 'Service charges', 'Getting around', 'Restaurants nearby', 'FAQs']"
372,Dream Tower 1,https://www.bayut.com/buildings/dream-tower-1/,Ready, Dubai Marina,"Dream Tower 1 is a high-rise residential building in Dubai Marina. It is part of The Dream Towers complex and features 1 and 2-bedroom apartments. The tower was developed by Desert Dream Investment and Development in 2007. It has various amenities like a gym, pool and play area for kids.","['Type of building :  Residential', 'Location :  Dubai Marina', 'Developer :  Desert Dream Investments ', 'Date of completion :  2007', 'Unit type :  1 and 2-bedroom apartments', 'Type of Ownership :   Freehold', 'Amenities :  Gym, pool and play area for kids']","['https://assets.bayut.com/content/Dream_Tower_1_Dubai_Marina_Cover_28_04_c2e93e7e79.jpg?w=3840', 'https://assets.bayut.com/content/Dream_Tower_1_Parking_2_28_04_a10f4774d8.jpg?w=3840', 'https://assets.bayut.com/bcrm/202209231663923996627931047.jpg?w=3840', 'https://assets.bayut.com/bcrm/2022111516685083925666383.jpg?mark=https://assets.bayut.com/bcrm/2023041716817290686234137.png', 'https://assets.bayut.com/listing-images/Z8W1QiMjkNJUEBLE2Zvmdcm2z7NwgFk8KiK4kYe5?mark=https://assets.bayut.com/agencies/FUAODUQymLia51nlKRf6eTDpSjzwBQVmifKd6LmE.jpg', 'https://assets.bayut.com/content/Dream_Tower_1_Supermarket_4_28_04_dc70554278.jpg?w=3840', 'https://assets.bayut.com/content/Dubia_Mainra_Mall_Dream_Tower_1_07eea6e506.jpg?w=3840']","['Parking', 'Gym', 'Floor plans', 'Renting property', 'Buying property', 'Service charges', 'Getting around', 'Restaurants nearby', 'FAQs']"
373,Azure,https://www.bayut.com/buildings/azure/,Ready, Dubai Marina,"A project of Bonyan Emirates Properties, Azure is a low-rise building comprises 6 storeys. Other than the developments of Emaar Properties, it was the first residential tower in Dubai Marina. The construction of the tower started in 2003 and competed in 2005. Housing 77 units, the mid-end development features spacious 1 to 4-bedroom apartments and duplexes.",[],"['https://assets.bayut.com/content/Azure_Cover_21_10_3c92358880.jpg?w=3840', 'https://assets.bayut.com/content/Cinema_1_1024x640_1_3f5939a4fb.jpg?w=3840']","['Parking', 'Floor plans', 'Renting property', 'Buying property', 'ROI', 'Service charges', 'Getting around', 'Restaurants nearby', 'Supermarkets nearby']"
374,Marina Residence B,https://www.bayut.com/buildings/marina-residence-b/,Ready, Dubai Marina,"Marina Residence Tower B is one of the two towers in the Marina Residence complex. It is located in Dubai Marina and has 17 floors in total. Sharaf Group developed this mid-rise residential building.
Marina Residence was launched in 2004 and completed in 2006. Both the buildings in this complex have 17 floors and are 69 meters high. The tower offers 172 apartments with a wide range of facilities.
Dubai Marina has about 200 residential buildings. Residents can enjoy a great waterfront view and a luxurious living experience.",[],"['https://assets.bayut.com/content/Marina_Residence_B_Cover12_10_3c2962242f.jpg?w=3840', 'https://assets.bayut.com/listing-images/AK2hx5J9DaQpKdoJaS6nJEFkpMRfvKSOuoyn35mF?mark=https://assets.bayut.com/agencies/6075.jpg', 'https://assets.bayut.com/content/DMCC_Metro_Station_f00a1b670f.jpg?w=3840', 'https://assets.bayut.com/content/Pier_7_6847d9809e.jpg?w=3840']","['Parking', 'Gym', 'Floor plans', 'Renting property', 'Buying property', 'ROI', 'Getting around', 'Restaurants nearby']"
375,Sidrah Building,https://www.bayut.com/buildings/sidrah-building/,Ready, Al Majaz,"Sidrah Building is an 11-storey residential building in Al Majaz, Sharjah. It offers 2 and 3-bedroom apartments with different facilities.","['Type of building :  Residential ', 'Location :  Al Majaz', 'Number of floors :  11 storeys ', 'Unit type :  2 and 3-bedroom apartments']","['https://assets.bayut.com/content/Sidrah_Building_Al_Majaz_Cover_08_02_876c9f8eb3.jpg?w=3840', 'https://assets.bayut.com/content/Sharjah_Aquarium_Sidrah_Building_Al_Majaz_caf22eb138.jpg?w=3840']","['Parking', 'Pet-friendly', 'Renting property', 'Getting around', 'Restaurants nearby']"
376,Yacht Bay Tower,https://www.bayut.com/buildings/yacht-bay/,Ready, Dubai Marina,"Yacht Bay Tower is a 16-storey residential tower in Dubai Marina, a waterfront community in Dubai. Star Group Global developed the building in 2007.","['Type of building :  Residential', 'Location :  Dubai Marina', 'Developer :  Star Group Global', 'Date of completion :  2007', 'Number of floors :  16', 'Number of units :  174 units', 'Unit type :  Studio, 1, 2 and 3-bedroom apartments', 'Type of ownership :  Freehold', 'Amenities :  Gym, swimming pool and kids’ play area']","['https://assets.bayut.com/content/Yatch_Bay260820_c7d1e73e10.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Yacht_Bay_Tower_20201210_1_ad5d7a10b0.jpg?w=3840', 'https://assets.bayut.com/listing-images/UXjUOnuHflsCtY3IFjtsX3hZw2udjnFaBhuKSdjO?mark=https://assets.bayut.com/agencies/vnHlTUsaAl0vlZcwZirGRbWii31dfMXEZ5bkpCGD.jpg', 'https://assets.bayut.com/content/DMCC_Metro_Station_95e58c309a.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Mall_27122022_bfa40dfbf2.jpg?w=3840', 'https://assets.bayut.com/content/The_Walk_JBR_052cb66dd2.jpg?w=3840', 'https://assets.bayut.com/content/JBR_Beach_27122022_02b93ac716.jpg?w=3840']","['Parking', 'Gym', 'Floor plans', 'Renting property', 'Buying property ', 'ROI', 'Service charges', 'Getting around ', 'Restaurants nearby']"
378,DAMAC The Waves,https://www.bayut.com/buildings/damac-the-waves/,Ready, Dubai Marina,DAMAC The Waves is a twin-tower residential project in Dubai Marina. It was the second project completed by DAMAC Properties in the waterfront community in 2006. The Waves Tower A has 27 floors while Waves Tower B has only 10 floors. There are 247 residential units in the complex in total.,[],"['https://assets.bayut.com/content/The_Waves_03062021_5db18042a4.jpg?w=3840', 'https://assets.bayut.com/listing-images/HL7cArcEbnUXnJMmuBeVDfS9EFudoW8OrkJPxW87?mark=https://assets.bayut.com/bcrm/2023041716817295681261566.jpg', 'https://assets.bayut.com/listing-images/bUI8oU9snbQNvlw4UstMy0DO5xiDMMocCQL8Nxvi?mark=https://assets.bayut.com/agencies/bOTCcNVhHulEg4aQu99Lrz1uLASCGHzrps9oVEAS.jpg', 'https://assets.bayut.com/content/DMCC_Metro_Station_64ef17785c.jpg?w=3840', 'https://assets.bayut.com/content/The_Waves_Tower_B_Restaurants_c59c1da22c.jpg?w=3840', 'https://assets.bayut.com/content/Wingspot_03062021_b872e17adf.jpg?w=3840', 'https://assets.bayut.com/content/Pier_7_f4952a285b.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Mall_03062021_d98d278c7a.jpg?w=3840']","['Parking', 'Gym', 'Floor plans', 'Renting property', 'Buying property', 'ROI', 'Service charges', 'Getting around', 'Restaurants nearby']"
379,The Belvedere,https://www.bayut.com/buildings/the-belvedere-dubai-marina/,Ready, Dubai Marina,"The Belvedere, Dubai Marina is a seven-storey residential building in Dubai Marina. This freehold building provides 1, 2 and 3-bedroom apartments. It has various facilities for its residents including gym, pool, sauna, Jacuzzi, steam room and a play area for kids. The construction of this mid-rise building started in 2004 and it was handed over in 2005.","['Type of building :  Residential ', 'Location :  Dubai Marina', 'Date of completion :  2005', 'Number of floors :  Seven storeys', 'Unit type :  1, 2 and 3-bedroom apartments', 'Type of ownership :  Freehold', 'Amenities :  Gardens, gym, pool, sauna, steam room, Jacuzzi and Children’s play area']","['https://assets.bayut.com/content/The_Belvedere_110121_1_7c953e5ec0.jpg?w=3840', 'https://assets.bayut.com/bcrm/2023061516868337639833.jpg?mark=https://assets.bayut.com/agencies/watermark/hUvJMbXbzld1NA891rjuRfsPoisecOtLb621LhQX']","['Parking', 'Gym', 'Pet-friendly', 'Renting property', 'Buying property', 'Getting around', 'Restaurants nearby']"
380,Burj Muscat Building,https://www.bayut.com/buildings/burj-muscat-building/,Ready, Al Majaz,"Burj Muscat Building is a residential tower located in Al Majaz, Sharjah. It has 14 storeys above the ground and offers 1 and 2-bedroom apartments.","['Type of building :  Residential ', 'Location :  Al Majaz, Sharjah', 'Number of floors :  14 storeys ', 'Unit type :  1 and 2-bedroom apartments']","['https://assets.bayut.com/content/Burj_Muscat_Al_Majaz_Cover_01_03_3970dec2a2.jpg?w=3840', 'https://assets.bayut.com/content/Burj_Al_Muscat_Al_Qasimia_bacebe711f.jpg?w=3840']","['Parking', 'Gym', 'Pet-friendly', 'Getting around', 'Restaurants nearby']"
381,Cascades Tower,https://www.bayut.com/buildings/the-cascades/,Ready, Dubai Marina,"The Cascades Tower is a 17-storey high-rise building in Dubai Marina, a waterfront community that is known for its picturesque marina, residential towers, cafes, hotels and entertainment options. Cascades Building is developed by Mustafa bin Abdul Latif Group and designed by Arif and Bintoak. The high-rise Cascades Tower was launched in 2004 and completed in 2006.",[],"['https://assets.bayut.com/content/The_Cascades_Cover_07102020_93139280db.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Cascades_Tower_Building_view_68c92b8a91.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Cascades_Tower_Parking_Spaces_fffc023539.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Cascades_Tower_0d224a4fc4.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Cascades_Tower_taxis_e92b4b473c.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Marina_Residence_Tower_B_DMCC_Metro_Station_20200210_3_2bd16c9d44.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Mall_07102020_e30daa044a.jpg?w=3840', 'https://assets.bayut.com/content/ibnbatutamallentranncejebelali_c5ea3e3917.jpg?w=3840']","['Parking', 'Gym', 'Floor plans', 'Renting property', 'Buying property', 'ROI', 'Service charges', 'Getting around', 'Restaurants nearby']"
382,Al Zarooni Building,https://www.bayut.com/buildings/al-zarooni-building-dubai-marina/,Ready, Dubai Marina,"Al Zarooni Building is a residential complex in Dubai Marina. It has two towers, the first has 8 storeys, while the second has 18 storeys. Developed by Al Zarooni Group in 2017, it features studio, 1 and 2-bedroom apartments. Amenities in the complex include a gym, pool, spa and barbecue deck.","['Type of building :  Residential complex', 'Location :  Dubai Marina', 'Developer :  Al Zarooni Group', 'Date of completion :  2017', 'Number of floors :  8 to 18 storeys', 'Number of units :  250 residential apartments', 'Unit type :  Studio, 1 and 2-bedroom apartments', 'Type of ownership :  Freehold', 'Amenities :  Gym, pool, spa and barbecue deck']","['https://assets.bayut.com/content/Al_Zarooni_B_Uildings_Dubai_Marina_Cover_05_08_a40231848e.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Mall_Al_Zarooni_Buildings_92b128d593.jpg?w=3840']","['Parking', 'Gym', 'Renting property', 'Buying property', 'ROI', 'Getting around', 'Restaurants nearby']"
383,Horizon Tower,https://www.bayut.com/buildings/horizon-tower-dubai-marina/,Ready, Dubai Marina,"Located in Dubai Marina, Horizon Tower, Dubai, is a 45-storey residential tower. The high-rise was designed by Arenco Architectural ",[],"['https://assets.bayut.com/content/horizontower050820_cee4147651.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Horizon_Tower_20201210_1_c36a60a1c0.jpg?w=3840', 'https://assets.bayut.com/listing-images/w46GAJyLZfBuE1EDnPjgZlo4p2kG2OspyiFob3xp?mark=https://assets.bayut.com/bcrm/20230524_1684920078_34999.jpg', 'https://assets.bayut.com/listing-images/w3XVuKGJlJdv7smhmp1Mys9nFoRXsiTQKHyKyfqw?mark=https://assets.bayut.com/bcrm/20230531_1685518093_50825.jpg', 'https://assets.bayut.com/content/DMCC_Metro_Station_aa376f81a8.jpg?w=3840', 'https://assets.bayut.com/content/pier_7_b4edd042ac.jpg?w=3840', 'https://assets.bayut.com/content/Mall_of_the_Emirates_a880c983b4.jpg?w=3840']","['Parking', 'Gym', 'Floor plans', 'Renting property', 'Buying property', 'Service charges', 'Getting around', 'Restaurants nearby', 'FAQs']"
384,Marina First Tower,https://www.bayut.com/buildings/marina-first-tower/,Ready, Dubai Marina,"Marina First Tower is a nine-storey residential building in Dubai Marina. Featuring studio, 1 and 2-bedroom apartments, the building was developed in 2008. The project features world-class amenities, such as a swimming pool, gym barbeque area, kids’ playing area and daycare centre.","['Type of building :  Residential', 'Location :  Dubai Marina', 'Date of completion :  2008', 'Number of floors :  Nine storeys', 'Unit type :  Studio, 1 and 2-bedroom apartments', 'Type of Ownership :   Freehold', 'Amenities :  Gym, pool, play area and barbeque area']","['https://assets.bayut.com/content/Marina_First_Tower_Dubai_Marina_17042020_50c16b0da9.jpg?w=3840', 'https://assets.bayut.com/content/Marina_First_Tower_1_20200720_f813a510a9.jpg?w=3840', 'https://assets.bayut.com/content/Ibn_Battuta_Metro_Station_17042020_d02626587c.jpg?w=3840', 'https://assets.bayut.com/content/Media_City_Tram_Station_17042020_5c489a1e6f.jpg?w=3840', 'https://assets.bayut.com/content/Choithrams_Dubai_Marina_17042020_5204f8b908.jpg?w=3840', 'https://assets.bayut.com/content/The_Walk_Dubai_Marina_17042020_c75b81ba04.jpg?w=3840', 'https://assets.bayut.com/content/Ain_Dubai_Bluewaters_Island_17042020_76396b9a89.jpg?w=3840']","['Parking', 'Gym', 'Renting property', 'Getting around', 'Restaurants nearby']"
385,Khaleed Foulathi Tower,https://www.bayut.com/buildings/khaleed-foulathi-tower/,Ready, Al Majaz,"Khaleed Foulathi Tower is a residential building. It is located in Al Majaz, Sharjah and has 14 storeys above the ground. The building offers all possible amenities for its residents.","['Type of building :  Residential ', 'Location :  Al Majaz, Sharjah', 'Number of floors :  14 storeys', 'Unit type :  2-bedroom apartments']","['https://assets.bayut.com/content/Khaleed_Foulathi_Tower_Al_Majaz_Cover_10_02_40aa7d8489.jpg?w=3840', 'https://assets.bayut.com/content/Khaleed_Foulathi_Tower_Al_Majaz_Sharjah_395ce4deb8.jpg?w=3840']","['Parking', 'Pet-friendly', 'Renting apartments', 'Getting around', 'Restaurants nearby']"
386,Al Mass Tower,https://www.bayut.com/buildings/al-mass-tower/,Ready, Dubai Marina,"Al Mass Tower is a 31-storey residential building in Dubai Marina. One of the six buildings in Dubai Marina Towers, which is a well-known project by Emaar Properties. The building features 1, 2 and 3-bedroom apartments along with 4-bedroom podium villas and 5-bedroom penthouses. This freehold property boasts several amenities, including eateries, spa, beauty salon, outdoor play area, gymnasium and a swimming pool.","['Type of building :  Residential', 'Location :  Dubai Marina', 'Developer :  Emaar Properties', 'Number of floors :  31', 'Unit type :  1, 2, 3, 4 and 5-bedroom units', 'Type of ownership :  Freehold', 'Amenities :  Gymnasium, swimming pool, spa, beauty salon, outdoor play area, restaurants, cafes']","['https://assets.bayut.com/content/EN_Al_Mass_Tower_25032021_079d29fb38.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Mall_Al_Dhafrah_1_cb42b452c0.jpg?w=3840']","['Parking', 'Gym', 'Pet-friendly?', 'Floor plans', 'Renting property', 'Buying property', 'ROI', 'Getting around', 'Restaurants nearby']"
387,Wathqi Tower,https://www.bayut.com/buildings/wathqi-tower/,Ready, Al Majaz,"Wathqi Tower is an 11-storey residential building in Al Majaz, Sharjah. It offers 2-bedroom apartments along with various facilities for its residents.","['Type of building :  Residential ', 'Location :  Al Majaz', 'Number of floors :  11 storeys ', 'Unit type :  2-bedroom apartments']","['https://assets.bayut.com/content/Wathqi_Tower_Al_Majaz_Cover_10_02_c184422694.jpg?w=3840', 'https://assets.bayut.com/content/Sharjah_Aquarium_Wathqi_Tower_Al_Majaz_3c8c896c03.jpg?w=3840']","['Parking', 'Gym', 'Pet-friendly', 'Renting property', 'Getting around', 'Restaurants nearby']"
388,Saleem Jalad Tower,https://www.bayut.com/buildings/saleem-jalad-tower/,Ready, Al Majaz,"Al Majaz is a waterfront neighbourhood in Sharjah. Located alongside Buhaira Corniche, most Al Majaz developments overlook the Khalid Lagoon. The family-friendly community houses numerous residential towers, supermarkets, restaurants and entertainment destinations.",[],"['https://assets.bayut.com/content/Saleem_Jalad_Tower_Al_Majaz_15012021_f1957b3508.jpg?w=3840', 'https://assets.bayut.com/content/Saleem_Jalad_Tower_parking_46a2d5c99e.jpg?w=3840', 'https://assets.bayut.com/content/Al_Majaz_Waterfront_Park_15012021_2268d13e29.jpg?w=3840', 'https://assets.bayut.com/content/Al_Qasba_15012021_90663c341f.jpg?w=3840']","['Parking', 'Gym', 'Renting property', 'Buying property ', 'Getting around ', 'Restaurants nearby']"
389,Dream Tower 2,https://www.bayut.com/buildings/dream-tower-2/,Ready, Dubai Marina,Dream Tower 2 is part of a residential multi-building complex known as the Dream Towers. Dream Tower 1 has 29 floors and offers 1 and 2-bedroom apartments and 5-bedroom penthouses. Dream Tower 2 has seven floors and includes 1-bedroom units.,[],"['https://assets.bayut.com/content/Dream_Tower_Cover_09_06_b2a9dbc845.jpg?w=3840', 'https://assets.bayut.com/content/Dubai_Marina_Walk_c1e64c5040.jpg?w=3840', 'https://assets.bayut.com/content/Dream_Tower_2_street_Parking_4_20200324_050d4b2dd1.jpg?w=3840', 'https://assets.bayut.com/content/damac_metro_9f2aa51cfb.jpg?w=3840', 'https://assets.bayut.com/content/pier_7_a754ce5744.jpg?w=3840', 'https://assets.bayut.com/content/Marina_Pinnacle_Building_view_a2df537522.jpg?w=3840', 'https://assets.bayut.com/content/ain_dubai_ee1fb3e62c.jpg?w=3840']",['Dubai Marina is a gorgeous community. It’s a waterfront residential area with mostly commercial properties. There are several beautiful skyscrapers along with a massive variety of dining and entertainment options.']
390,Buhaira Oasis,https://www.bayut.com/buildings/buhaira-oasis/,Ready, Al Majaz,"Buhaira Oasis is a residential tower in Al Majaz 3, Sharjah. Two out of its 15 floors serve as the parking area. Facilities on offer include a waiting lounge, three high-speed elevators, 24-hour security and a CCTV monitoring system. The availability of fitness options adds to the appeal of apartments for rent in Buhaira Oasis.","['Type of building :  Residential', 'Location :  Al Majaz', 'Number of floors :  15', 'Unit type :  2-bedroom apartments', 'Amenities :  Swimming pool, covered parking, elevators, poolside deck, 24-hour security, supermarket, salon, laundry shop']","['https://assets.bayut.com/content/Buhaira_Oasis_26032021_2ec0472841.jpg?w=3840', 'https://assets.bayut.com/content/Buhaira_Oasis_Parking_26032021_1779e5b177.jpg?w=3840', 'https://assets.bayut.com/content/Khafaif_Supermarket_Buhaira_Oasis_26032021_0d5dd16f77.jpg?w=3840', 'https://assets.bayut.com/content/Sharjah_Aquarium_26032021_a8ea6e9ff5.jpg?w=3840', 'https://assets.bayut.com/content/Al_Majaz_Waterfront_Park_26032021_367637124d.jpg?w=3840']","['Parking', 'Gym', 'Getting around', 'Restaurants nearby']"
391,Marina View Tower,https://www.bayut.com/buildings/marina-view-tower/,Ready, Dubai Marina,"Marina View Towers is a two-tower residential complex in the district offering a variety of apartments and deluxe units. The project consists of two mid-rise residential buildings by New City Developers. Announced back in 2005, the developers fully completed the towers in 2007.",[],"['https://assets.bayut.com/content/Cover_Marina_View_11_21_19_6a2515fce8.jpg?w=3840', 'https://assets.bayut.com/content/marina_view_tower_views_980bbb1fe9.jpg?w=3840', 'https://assets.bayut.com/content/marina_view_tower_community_view_0392161d96.jpg?w=3840', 'https://assets.bayut.com/listing-images/7gos4v02c5fRZS8K3oGDqZXVlgJ1y8JpgPdpUa6P?mark=https://assets.bayut.com/agencies/noJAcKMuD57QVJZ4bCWVP1zka9O1QBPVJ90Q2w0p.jpg', 'https://assets.bayut.com/content/DMCC_Metro_Station_c39838f47b.jpg?w=3840', 'https://assets.bayut.com/content/Marina_view_tower_Fresh_deal_2ed3424955.jpg?w=3840', 'https://assets.bayut.com/content/Colourful_murals_in_JBR_Walk_1024x640_1_5aaa6afee9.jpg?w=3840']","['Parking', 'Gym', 'Floor plans', 'Renting property', 'Buying property', 'ROI', 'Service charges', 'Getting around', 'Restaurants nearby']"
392,Star Tower,https://www.bayut.com/buildings/star-tower-al-majaz/,Ready, Al Majaz,"Star Tower is an 11-storey residential building in Al Majaz 2. Located on Jamal Abdul Nasser Street, the tower is within walking distance of Corniche Street and Al Majaz Waterfront Park. For parking, residents can use the paid parking lots on both sides of the tower. Those looking to rent or buy apartments in Star Tower Al Majaz will find 2-bedroom units.",[],"['https://assets.bayut.com/content/Star_Tower_16062021_e748d8c34b.jpg?w=3840', 'https://assets.bayut.com/content/AL_Majaz_Star_Tower_Parking_8a0eede78a.jpg?w=3840', 'https://assets.bayut.com/content/Al_Majaz_Waterfront_Park_16062021_8e89d6e3c6.jpg?w=3840', 'https://assets.bayut.com/content/Sharjah_Aquarium_16062021_54229f22ad.jpg?w=3840']","['Parking', 'Gym', 'Pet-friendly', 'Renting property', 'Getting around', 'Restaurants nearby']"
393,Garden Tower,https://www.bayut.com/buildings/garden-tower-sharjah/,Ready, Al Majaz,"Garden Tower Sharjah is a residential building in Al Majaz. It is a 22-storey tower that offers 2 and 3-bedroom units. This leasehold development was completed in 2004 and provided various facilities for its residents, including CCTV cameras and high-speed elevators. The apartments in this building provide views of the community and Al Khalid Lagoon.","['Type of building :  Residential ', 'Location :  Al Majaz', 'Date of completion :  2004', 'Number of floors :  22 storeys', 'Unit type :  2 and 3-bedroom apartments', 'Type of ownership :  Leasehold']","['https://assets.bayut.com/content/Garden_Tower_Al_Majaz_Cover_01_07_f68b7328fa.jpg?w=3840', 'https://assets.bayut.com/content/Sharjah_Aquarium_Garden_Tower_78d2517e0c.jpg?w=3840']","['Parking', 'Gym', 'Pet-friendly', 'Renting property', 'Getting around', 'Restaurants nearby']"
394,Al Yass Tower,https://www.bayut.com/buildings/al-yass-tower/,Ready, Dubai Marina,"Situated near the crystal blue waters of Dubai Marina, Al Yass Tower is a high-rise residential building that features accommodations with high-quality finishes and luxury amenities. Developed by Emaar Properties, this building features 27 floors of fully-developed 1, 2 and 3-bedroom apartments, as well as 4 and 5-bedroom penthouses. Amenities in this tower include a well-equipped gymnasium, steam/sauna room and a wide swimming pool. Aside from that, other facilities include underground parking spaces, a daycare centre and a medical clinic. Al Yass Tower is a secured building that provides 24-hour monitoring to individuals through its state-of-the-art security system.","['Type of building :  Residential', 'Location :  Dubai Marina', 'Developer :  EMAAR Properties', 'Date of completion :  2003', 'Number of floors :  27', 'Unit types :  1 to 4-bedroom apartments', 'Amenities :  Gym, swimming pool, steam and sauna room.']","['https://assets.bayut.com/content/EN_Al_Mass_Tower_V2_08112021_6789a88589.jpg?w=3840', 'https://assets.bayut.com/listing-images/YsEQwIW52O2FvDxioKLuNspRC7x5qH1Ji7JTCUjy?mark=https://assets.bayut.com/agencies/1727vV5P8SWul7qD6DsRtRTthCuS3apt6gCsjK9A.jpg', 'https://assets.bayut.com/content/Wild_Wadi_Waterpark_Alyass_Tower_1_7b9f940fcf.jpg?w=3840']","['Parking', 'Gym', 'Pet-friendly', 'Floor plans', 'Renting properties', 'Buying properties', 'ROI', 'Getting around', 'Restaurants nearby']"
395,Shihab Tower,https://www.bayut.com/buildings/shihab-tower/,Ready, Al Majaz,"Shihab Tower is an 11-storey residential building in Al Majaz, Sharjah. It is home to 2 and 3-bedroom apartments. It provides various facilities for residents, such as CCTV cameras and high-speed elevators. Residents of the building can also use the free parking area outside the tower.","['Type of building :  Residential ', 'Location :  Al Majaz, Sharjah', 'Number of floors :  11 storeys', 'Unit type :  2 and 3-bedroom apartments']","['https://assets.bayut.com/content/Shihab_Tower_Al_Majaz_Cover_02_06_b207ab6255.jpg?w=3840', 'https://assets.bayut.com/content/Sharjah_Aquarium_Shihab_Tower_1d152156b9.jpg?w=3840']","['Parking', 'Gym', 'Renting property', 'Getting around', 'Restaurants nearby']"
396,Dusit Princess Residence,https://www.bayut.com/buildings/dusit-princess-residence/,Ready, Dubai Marina,"Dusti Princess Residence is a 35-storey hotel apartment building in Dubai Marina. Developed by Dusit International, the tower has 1, 2 and 3-bedroom apartments. Lifestyle amenities in the project include a gym, pool, spa, Jacuzzi, barbecue deck and play area for kids.","['Type of building :  Hotel apartments', 'Location :  Dubai Marina', 'Developer :  Dusit International', 'Number of floors :  35', 'Unit type :  1, 2 and 3-bedroom apartments', 'Amenities :  Gym, pool, Jacuzzi, spa, barbecue deck and play area for kids']","['https://assets.bayut.com/content/Dusit_Princess_Residence_13012022_35b97b07d4.jpg?w=3840', 'https://assets.bayut.com/content/Dusit_Princess_Residences_Parking_13012022_6947130e0f.jpg?w=3840', 'https://assets.bayut.com/listing-images/rbU6tP47TcCjwt60PeZPWPvXqnLvvZZkFPhCCbnb?mark=https://assets.bayut.com/bcrm/20230531_1685517952_50824.jpg', 'https://assets.bayut.com/bcrm/2022111716686893252722.jpg?mark=https://assets.bayut.com/agencies/watermark/ysq2D9j3MsUYR6IONA5ctvHCuFN0iI7lzBwsvpfC', 'https://assets.bayut.com/content/Dubai_Marina_Mall_13012022_3845a744f6.jpg?w=3840']","['Parking', 'Gym', 'Renting property', 'Getting around', 'Restaurants nearby', 'FAQs']"
397,Al Khan Residence,https://www.bayut.com/buildings/al-khan-residence/,Ready, Al Majaz,"Al Khan Residence is a high-rise residential complex located in the community named Al Majaz. Featuring a wide range of apartment units, it consists of 21 floors. You can find 1, 2 and 3-bedroom apartments in this two-tower complex.","['Type of building :  Residential', 'Location :  Al Majaz', 'Number of floors :  21', 'Unit type :  1, 2 and 3-bedroom apartments ', 'Amenities :  CCTV surveillance, pet-friendly policies']","['https://assets.bayut.com/content/Al_Khan_Residence_Cover_27_05_80764e9f9c.jpg?w=3840', 'https://assets.bayut.com/content/Sharjah_Aquarium_5_acc0c8a87b.jpg?w=3840']","['Parking', 'Gym', 'Getting around ', 'Restaurants nearby']"
